,Price,Case material,Bracelet material,Shape,Crystal,Clasp
10474,9678487.5,steel,Leather,Rectangular,Sapphire crystal,Buckle
10477,12598368.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
10478,12829781.25,steel,Leather,Rectangular,Sapphire crystal,Buckle
10479,9059118.75,steel,Rubber,Circular,Sapphire crystal,Buckle
10480,41416031.25,steel,Rubber,Circular,Plexiglass,Buckle
10481,9229275.0,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
10482,8065406.25,steel,Animal skin,Circular,Sapphire crystal,Buckle
10483,9385818.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
10484,10624556.25,Carbon,Leather,Circular,Sapphire crystal,Buckle
10485,14143387.5,steel,Rubber,Rectangular,Sapphire crystal,Buckle
10486,8351268.75,steel,Rubber,Circular,Sapphire crystal,Buckle
10487,3158100.0,steel,Animal skin,Rectangular,Mineral Glass,Buckle
10488,11727168.75,steel,Animal skin,Rectangular,Mineral Glass,Buckle
10489,10624556.25,steel,Leather,Rectangular,Sapphire crystal,Buckle
10490,3661762.5,steel,Rubber,Circular,Sapphire crystal,Fold clasp
10492,4029300.0,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
10493,4029300.0,steel,Steel,Rectangular,Sapphire crystal,Double-fold clasp
10494,8888962.5,Titanium,Leather,Rectangular,Sapphire crystal,Fold clasp
10496,5499450.0,steel,Leather,Circular,Mineral Glass,Fold clasp
10498,6418293.75,steel,Leather,Circular,Sapphire crystal,Buckle
10500,6962793.75,steel,Leather,Circular,Sapphire crystal,Buckle
10501,6595256.25,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
10502,8432943.75,Titanium,Leather,Circular,Sapphire crystal,Double-fold clasp
10503,6901537.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
10504,5955468.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
10505,5104687.5,steel,Rubber,Circular,Sapphire crystal,Double-fold clasp
10506,5274843.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
10507,5941856.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
10508,5234006.25,steel,Rubber,Circular,Sapphire crystal,Double-fold clasp
10512,4213068.75,steel,Textile,Circular,Sapphire crystal,Buckle
10513,4893693.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
10516,5445000.0,steel,Leather,Circular,Sapphire crystal,Buckle
10517,14653856.25,steel,Leather,Rectangular,Plexiglass,Buckle
10519,6077981.25,steel,Leather,Rectangular,Sapphire crystal,Fold clasp
10520,6411487.5,steel,Silicon,Rectangular,Plexiglass,Buckle
10521,45445331.25,Titanium,Leather,Circular,Plexiglass,Buckle
10522,11509368.75,steel,Leather,Circular,Plexiglass,Buckle
10523,14653856.25,steel,Animal skin,Circular,Plexiglass,Buckle
10524,159538500.0,Silver,Leather,Rectangular,Sapphire crystal,Buckle
10526,320914687.5,gold,Leather,Rectangular,Sapphire crystal,Buckle
10527,1824075.0,steel,Leather,Circular,Sapphire crystal,Buckle
10528,444863306.25,gold,Leather,Rectangular,Sapphire crystal,Buckle
10530,168515943.75,Silver,Leather,Rectangular,Sapphire crystal,Fold clasp
10531,218800518.75,Silver,Leather,Rectangular,Sapphire crystal,Fold clasp
10532,145871550.0,Silver,Leather,Rectangular,Sapphire crystal,Buckle
10533,205167600.0,Silver,Animal skin,Rectangular,Sapphire crystal,Fold clasp
10534,145871550.0,Silver,Leather,Circular,Sapphire crystal,Buckle
10535,15205162.5,steel,Rubber,Circular,Sapphire crystal,Buckle
10536,3042393.75,Plastic,Textile,Circular,Mineral Glass,Buckle
10537,2457056.25,Ceramic,Textile,Rectangular,Plexiglass,Fold clasp
10538,3117262.5,Ceramic,Textile,Circular,Plexiglass,Fold clasp
10539,2007843.75,Ceramic,Textile,Circular,Plexiglass,Fold clasp
10542,374343.75,Plastic,Leather,Rectangular,Plexiglass,Buckle
10543,3709406.25,Ceramic,Textile,Rectangular,Plexiglass,Fold clasp
10545,13850718.75,Platinum,Leather,Circular,Plexiglass,Buckle
10546,510468.75,steel,Leather,Circular,Mineral Glass,Buckle
10547,1674337.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
10548,1313606.25,steel,Animal skin,Circular,Sapphire crystal,Buckle
10549,1633500.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
10551,1824075.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
10552,2559150.0,steel,Steel,Circular,Mineral Glass,Fold clasp
10553,2191612.5,steel,Animal skin,Circular,Mineral Glass,Fold clasp
10561,1456537.5,steel,Steel,Circular,Mineral Glass,Fold clasp
10565,2191612.5,steel,Animal skin,Circular,Mineral Glass,Buckle
10566,2776950.0,steel,Textile,Circular,Mineral Glass,Buckle
10567,2776950.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
10570,2634018.75,steel,Animal skin,Circular,Mineral Glass,Buckle
10573,1313606.25,steel,Animal skin,Circular,Mineral Glass,Buckle
10574,3144487.5,steel,Steel,Circular,Mineral Glass,Fold clasp
10575,2926687.5,steel,Animal skin,Circular,Mineral Glass,Buckle
10582,2926687.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
10584,1531406.25,steel,Steel,Circular,Sapphire crystal,Buckle
10585,1531406.25,steel,Animal skin,Circular,Sapphire crystal,Buckle
10588,5635575.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
10589,8058600.0,Titanium,Rubber,Circular,Sapphire crystal,Buckle
10590,6220912.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
10593,1456537.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
10597,66360937.5,gold,Animal skin,Circular,Sapphire crystal,Buckle
10601,18376875.0,steel,Rubber,Circular,Sapphire crystal,Fold clasp
10605,4764375.0,steel,Rubber,Rectangular,Sapphire crystal,Double-fold clasp
10606,12931875.0,steel,Leather,Circular,Sapphire crystal,Fold clasp
10607,11536593.75,steel,Leather,Circular,Sapphire crystal,Fold clasp
10609,6636093.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
10610,11910937.5,steel,Steel,Circular,Sapphire crystal,"Fold clasp, hidden"
10612,13558050.0,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
10613,44410781.25,steel,Steel,Rectangular,Sapphire crystal,Buckle
10614,10978481.25,steel,Leather,Circular,Sapphire crystal,Buckle
10615,26714531.25,Titanium,Rubber,Circular,Sapphire crystal,Buckle
10617,20398331.25,steel,Rubber,Circular,Sapphire crystal,Buckle
10618,14973750.0,steel,Rubber,Circular,Sapphire crystal,Buckle
10619,22453818.75,steel,Rubber,Circular,Sapphire crystal,Buckle
10620,58193437.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
10622,19057500.0,steel,Rubber,Circular,Sapphire crystal,Buckle
10623,23039156.25,Ceramic,Rubber,Circular,Sapphire crystal,Buckle
10624,135444375.0,gold,Leather,Circular,Sapphire crystal,Fold clasp
10625,29314518.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
10626,53088750.0,steel,Rubber,Circular,Sapphire crystal,Fold clasp
10627,33772612.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
10629,32670000.0,steel,Rubber,Circular,Sapphire crystal,Fold clasp
10630,12094706.25,steel,Leather,Circular,Sapphire crystal,Fold clasp
10632,19057500.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
10633,44921250.0,steel,Rubber,Circular,Sapphire crystal,Fold clasp
10634,70785000.0,Carbon,Rubber,Circular,Sapphire crystal,Fold clasp
10636,27136518.75,steel,Rubber,Circular,Sapphire crystal,Buckle
10637,30628125.0,Bronze,Animal skin,Circular,Sapphire crystal,Buckle
10639,23821875.0,Ceramic,Rubber,Circular,Sapphire crystal,Buckle
10641,21780000.0,Ceramic,Rubber,Circular,Sapphire crystal,Buckle
10642,19050693.75,Ceramic,Rubber,Circular,Sapphire crystal,Buckle
10643,17287875.0,Ceramic,Rubber,Rectangular,Sapphire crystal,Buckle
10644,27211387.5,Ceramic,Rubber,Circular,Sapphire crystal,Buckle
10645,32329687.5,steel,Rubber,Circular,Sapphire crystal,Buckle
10646,19465875.0,steel,Steel,Rectangular,Sapphire crystal,Double-fold clasp
10647,16675312.5,steel,Leather,Circular,Sapphire crystal,Fold clasp
10649,24659043.75,steel,Animal skin,Circular,Sapphire crystal,Fold clasp
10650,76828950.0,Titanium,Rubber,Circular,Sapphire crystal,Fold clasp
10651,26884687.5,Ceramic,Leather,Circular,Sapphire crystal,Buckle
10652,22195181.25,steel,Rubber,Circular,Sapphire crystal,Buckle
10653,19874250.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
10655,15790500.0,steel,Rubber,Circular,Sapphire crystal,Buckle
10656,31159012.5,Bronze,Leather,Circular,Sapphire crystal,Double-fold clasp
10660,1123031.25,steel,gold,Circular,Plexiglass,Fold clasp
10661,2552343.75,gold,Leather,Rectangular,Plexiglass,Buckle
10665,1456537.5,steel,Leather,Rectangular,Plexiglass,Buckle
10666,1361250.0,steel,Textile,Circular,Glass,Buckle
10667,94559231.25,steel,Animal skin,Circular,Sapphire crystal,Fold clasp
10668,96022575.0,steel,Animal skin,Circular,Sapphire crystal,Fold clasp
10669,24393600.0,steel,Animal skin,Circular,Sapphire crystal,Double-fold clasp
10670,74766656.25,steel,Animal skin,Circular,Sapphire crystal,Double-fold clasp
10672,65972981.25,steel,Animal skin,Circular,Sapphire crystal,Double-fold clasp
10673,51897656.25,gold,gold,Circular,Sapphire crystal,Fold clasp
10674,74120062.5,gold,gold,Circular,Sapphire crystal,Fold clasp
10677,44233818.75,Ceramic,Textile,Circular,Sapphire crystal,Buckle
10679,97329375.0,steel,Textile,Circular,Sapphire crystal,Buckle
10680,94436718.75,Titanium,Textile,Circular,Sapphire crystal,Buckle
10681,146334375.0,Platinum,Leather,Circular,Sapphire crystal,Double-fold clasp
10683,190568193.75,steel,Animal skin,Circular,Sapphire crystal,Fold clasp
10684,59895000.0,gold,gold,Circular,Sapphire crystal,Fold clasp
10685,243663750.0,gold,Animal skin,Circular,Sapphire crystal,"Fold clasp, hidden"
10686,108137700.0,Titanium,Textile,Circular,Sapphire crystal,Fold clasp
10687,67722187.5,steel,Textile,Circular,Sapphire crystal,Buckle
10688,170108606.25,Titanium,Rubber,Circular,Sapphire crystal,Buckle
10689,115114106.25,steel,Animal skin,Circular,Sapphire crystal,Fold clasp
10691,84737812.5,gold,Animal skin,Circular,Sapphire crystal,Buckle
10692,135444375.0,gold,Animal skin,Circular,Sapphire crystal,Fold clasp
10693,69416943.75,steel,Animal skin,Circular,Sapphire crystal,Fold clasp
10695,59214375.0,steel,Animal skin,Circular,Sapphire crystal,Double-fold clasp
10696,59895000.0,gold,Animal skin,Circular,Sapphire crystal,Buckle
10697,22726068.75,steel,Animal skin,Rectangular,Sapphire crystal,Double-fold clasp
10698,5057043.75,steel,Textile,Rectangular,Sapphire crystal,Buckle
10699,6268556.25,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
10700,5445000.0,Bronze,Leather,Rectangular,Sapphire crystal,Buckle
10701,2103131.25,Brass,Textile,Rectangular,Mineral Glass,Buckle
10703,4546575.0,steel,Leather,Circular,Mineral Glass,Buckle
10704,3001556.25,steel,Leather,Circular,Sapphire crystal,Buckle
10705,2348156.25,steel,Rubber,Circular,Sapphire crystal,Buckle
10711,8371687.5,steel,Silicon,Circular,Sapphire crystal,Buckle
10712,8371687.5,steel,Rubber,Circular,Sapphire crystal,Buckle
10713,4900500.0,steel,Rubber,Circular,Sapphire crystal,Buckle
10714,57723806.25,gold,Animal skin,Circular,Sapphire crystal,"Fold clasp, hidden"
10715,68572968.75,gold,gold,Circular,Sapphire crystal,Fold clasp
10716,62991843.75,gold,Leather,Circular,Sapphire crystal,Buckle
10717,171422212.5,gold,Animal skin,Rectangular,Sapphire crystal,Double-fold clasp
10718,108593718.75,steel,Leather,Circular,Sapphire crystal,Buckle
10719,201941437.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
10720,162948431.25,steel,Animal skin,Circular,Sapphire crystal,Buckle
10721,296208000.0,gold,Animal skin,Circular,Sapphire crystal,Buckle
10722,181127925.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
10723,399526875.0,gold,Animal skin,Circular,Sapphire crystal,Double-fold clasp
10724,134797781.25,steel,Textile,Rectangular,Sapphire crystal,Buckle
10726,63407025.0,gold,Animal skin,Circular,Sapphire crystal,Buckle
10727,452486306.25,gold,Animal skin,Circular,Sapphire crystal,Buckle
10728,381973556.25,gold,Animal skin,Circular,Sapphire crystal,Buckle
10729,213893212.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
10730,612222187.5,gold,Animal skin,Circular,Sapphire crystal,Buckle
10731,95471268.75,steel,Silicon,Rectangular,Plexiglass,Buckle
10732,175601250.0,gold,Animal skin,Circular,Sapphire crystal,Buckle
10734,63468281.25,gold,Leather,Circular,Sapphire crystal,Buckle
10735,43246912.5,gold,Animal skin,Circular,Sapphire crystal,Buckle
10736,68062500.0,gold,Animal skin,Circular,Sapphire crystal,Buckle
10737,180705937.5,gold,Leather,Circular,Sapphire crystal,"Fold clasp, hidden"
10738,113664375.0,gold,Animal skin,Circular,Sapphire crystal,Fold clasp
10739,112303125.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
10741,119245500.0,gold,Leather,Circular,Sapphire crystal,Double-fold clasp
10742,748687500.0,Platinum,Animal skin,Circular,Sapphire crystal,Double-fold clasp
10743,146402437.5,gold,Leather,Circular,Sapphire crystal,Buckle
10746,85078125.0,steel,Animal skin,Circular,Sapphire crystal,Fold clasp
10747,181386562.5,gold,Rubber,Circular,Sapphire crystal,Fold clasp
10748,149996137.5,gold,Animal skin,Circular,Sapphire crystal,Buckle
10749,340925062.5,Platinum,Leather,Rectangular,Sapphire crystal,Fold clasp
10750,401228437.5,gold,Animal skin,Circular,Sapphire crystal,Buckle
10751,107198437.5,gold,Leather,Circular,Sapphire crystal,Buckle
10752,97322568.75,steel,Animal skin,Circular,Sapphire crystal,Buckle
10753,2565956.25,gold,Leather,Circular,Plexiglass,Buckle
10754,26510343.75,Titanium,Leather,Circular,Sapphire crystal,Buckle
10755,12591562.5,Titanium,Titanium,Circular,Sapphire crystal,Fold clasp
10757,42539062.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
10758,29266875.0,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
10760,17015625.0,steel,Rubber,Circular,Sapphire crystal,Fold clasp
10764,37427568.75,steel,gold,Circular,Sapphire crystal,Fold clasp
10765,29940693.75,steel,gold,Circular,Sapphire crystal,Fold clasp
10767,19023468.75,steel,Leather,Circular,Sapphire crystal,Buckle
10769,25863750.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
10774,39986718.75,steel,Leather,Circular,Sapphire crystal,Fold clasp
10775,258637500.0,gold,gold,Circular,Sapphire crystal,Fold clasp
10776,52748437.5,Ceramic,Animal skin,Circular,Sapphire crystal,Fold clasp
10777,31955343.75,steel,Leather,Circular,Sapphire crystal,Fold clasp
10778,43560000.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
10782,21745968.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
10783,35726006.25,steel,Rubber,Circular,Sapphire crystal,Fold clasp
10787,35392500.0,steel,Rubber,Circular,Sapphire crystal,Fold clasp
10790,39469443.75,steel,Leather,Circular,Sapphire crystal,Fold clasp
10791,54347906.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
10792,81654581.25,steel,Rubber,Circular,Sapphire crystal,Fold clasp
10794,71363531.25,gold,Animal skin,Rectangular,Sapphire crystal,Fold clasp
10795,108117281.25,gold,Animal skin,Circular,Sapphire crystal,Buckle
10796,111962812.5,gold,Animal skin,Circular,Sapphire crystal,Buckle
10797,26537568.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
10799,29300906.25,steel,Leather,Circular,Sapphire crystal,Buckle
10800,24625012.5,steel,Rubber,Circular,Sapphire crystal,Buckle
10801,25244381.25,steel,Leather,Circular,Sapphire crystal,Buckle
10802,25557468.75,steel,Leather,Circular,Sapphire crystal,Buckle
10803,28443318.75,Titanium,Titanium,Rectangular,Sapphire crystal,Fold clasp
10804,23066381.25,steel,Rubber,Circular,Sapphire crystal,Buckle
10805,43900312.5,steel,Steel,Circular,Sapphire crystal,Buckle
10808,26626050.0,steel,Leather,Circular,Sapphire crystal,Buckle
10809,22671618.75,steel,Rubber,Circular,Sapphire crystal,Buckle
10810,50890331.25,steel,Animal skin,Circular,Sapphire crystal,Buckle
10811,25523437.5,Titanium,Leather,Circular,Sapphire crystal,Buckle
10812,14966943.75,steel,Leather,Circular,Sapphire crystal,Buckle
10813,30287812.5,Titanium,Rubber,Circular,Sapphire crystal,Buckle
10814,39945881.25,steel,Textile,Circular,Sapphire crystal,Buckle
10815,54245812.5,Bronze,Leather,Circular,Sapphire crystal,Buckle
10816,31962150.0,Bronze,Leather,Circular,Sapphire crystal,Buckle
10817,34820775.0,Aluminum,Leather,Circular,Sapphire crystal,Buckle
10818,55709156.25,Titanium,Leather,Circular,Sapphire crystal,Buckle
10819,48229087.5,steel,Leather,Circular,Sapphire crystal,Buckle
10820,38482537.5,Titanium,Rubber,Circular,Sapphire crystal,Buckle
10822,49256831.25,steel,Leather,Circular,Sapphire crystal,Buckle
10823,40020750.0,steel,Leather,Circular,Sapphire crystal,Buckle
10825,41416031.25,steel,Leather,Circular,Sapphire crystal,Buckle
10826,65898112.5,Titanium,Leather,Circular,Sapphire crystal,Buckle
10827,58200243.75,steel,Leather,Circular,Sapphire crystal,Buckle
10828,25584693.75,steel,Leather,Circular,Sapphire crystal,Buckle
10829,2443443.75,steel,Animal skin,Circular,Sapphire crystal,Buckle
10830,12387375.0,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
10831,7255462.5,steel,Leather,Circular,Sapphire crystal,Fold clasp
10832,5826150.0,steel,Leather,Circular,Sapphire crystal,Fold clasp
10833,13891556.25,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
10834,6268556.25,steel,Leather,Circular,Sapphire crystal,Fold clasp
10835,6962793.75,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
10836,7323525.0,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
10837,4948143.75,steel,Leather,Circular,Sapphire crystal,Buckle
10838,4321968.75,steel,Steel,Rectangular,Sapphire crystal,Double-fold clasp
10839,2783756.25,steel,Leather,Circular,Sapphire crystal,Buckle
10840,4580606.25,steel,Leather,Circular,Sapphire crystal,Fold clasp
10841,3117262.5,steel,Leather,Circular,Sapphire crystal,Buckle
10843,3920400.0,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
10845,5499450.0,steel,Leather,Circular,Sapphire crystal,Fold clasp
10849,3920400.0,steel,Steel,Circular,Sapphire crystal,Jewelry clasp
10850,4349193.75,steel,Animal skin,Circular,Sapphire crystal,Fold clasp
10851,4138200.0,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
10852,10515656.25,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
10853,18438131.25,steel,Leather,Circular,Sapphire crystal,Fold clasp
10856,2933493.75,steel,Leather,Circular,Sapphire crystal,Buckle
10857,3260193.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
10858,10515656.25,steel,Leather,Circular,Sapphire crystal,Buckle
10860,3552862.5,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
10861,6527193.75,steel,Leather,Circular,Sapphire crystal,Buckle
10862,18717187.5,Aluminum,Rubber,Circular,Sapphire crystal,Buckle
10863,13442343.75,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
10864,20411943.75,Titanium,Rubber,Circular,Sapphire crystal,Buckle
10865,81640968.75,gold,gold,Circular,Sapphire crystal,Fold clasp
10866,20384718.75,steel,gold,Circular,Sapphire crystal,Double-fold clasp
10867,4594218.75,steel,Leather,Rectangular,Sapphire crystal,Buckle
10868,8167500.0,Aluminum,Rubber,Circular,Sapphire crystal,Buckle
10869,22426593.75,steel,Rubber,Circular,Sapphire crystal,Buckle
10870,23787843.75,steel,Leather,Circular,Sapphire crystal,Fold clasp
10871,20384718.75,Ceramic,Rubber,Circular,Sapphire crystal,Buckle
10872,40830693.75,steel,Rubber,Circular,Sapphire crystal,Buckle
10873,10209375.0,Carbon,Leather,Circular,Sapphire crystal,Buckle
10874,8984250.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
10875,64659375.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
10876,58526943.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
10877,197381250.0,gold,Textile,Circular,Sapphire crystal,Buckle
10878,60915937.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
